year,fips,democrat,green,nonaffiliated,republican,votetotal,percent
2016,30079,100,,33,556,689,66.18287373
2016,30081,6223,,1523,14810,22556,38.06969321
2016,30083,671,,292,3908,4871,66.45452679
2016,30085,1560,,295,1797,3652,6.489594743
2016,30087,987,,213,2253,3453,36.66377063
2016,30089,1218,,449,4286,5953,51.53704015
2016,30091,477,,117,1241,1835,41.63487738
2016,30093,8619,,1457,6376,16452,13.63360078
2016,30095,908,,304,3661,4873,56.4949723
2016,30097,402,,110,1595,2107,56.62078785
2016,30099,808,,210,2170,3188,42.72271016
2016,30101,402,,138,1497,2037,53.75552283
2016,30103,59,,33,351,443,65.91422122
2016,30105,886,,310,2698,3894,46.53312789
2016,30107,179,,65,702,946,55.28541226
2016,30109,55,,23,463,541,75.41589649
2016,30111,22171,,6017,40920,69108,27.12999942
2016,31001,3302,,924,9287,13513,44.29068305
2016,31003,383,,166,2732,3281,71.59402621
2016,31005,17,,12,244,273,83.15018315
2016,31007,19,,26,357,402,84.07960199
2016,31009,30,,11,276,317,77.60252366
2016,31011,414,,192,2299,2905,64.88812392
2016,31013,965,,342,3617,4924,53.8586515
2016,31015,128,,45,983,1156,73.96193772
2016,31017,153,,59,1385,1597,77.14464621
2016,31019,4763,,1797,14569,21129,46.41014719
2016,31021,930,,261,2367,3558,40.38785835
2016,31023,691,,211,3079,3981,59.98492841
2016,31025,3484,,997,8452,12933,38.41336117
2016,31027,571,,317,3532,4420,66.99095023
2016,31029,171,,79,1648,1898,77.81875659
2016,31031,317,,178,2623,3118,73.95766517
2016,31033,711,,335,3665,4711,62.70430906
2016,31035,477,,166,2422,3065,63.45840131
2016,31037,859,,184,2171,3214,40.82140635
2016,31039,719,,233,3122,4074,58.98379971
2016,31041,641,,316,4695,5652,71.72682236
2016,31043,2314,,349,3616,6279,20.73578595
2016,31045,801,,243,2632,3676,49.80957563
2016,31047,2136,,515,5984,8635,44.56282571
2016,31049,120,,55,809,984,70.0203252
2016,31051,556,,185,2041,2782,53.37886413
2016,31053,4544,,1052,9933,15529,34.70281409
2016,31055,113798,,18558,108077,240433,2.379457063
2016,31057,89,,41,823,953,77.01993704
2016,31059,613,,198,2130,2941,51.58109487
2016,31061,250,,76,1347,1673,65.57083084
2016,31063,161,,57,1110,1328,71.46084337
2016,31065,304,,115,1921,2340,69.1025641
2016,31067,2935,,733,6380,10048,34.28542994
2016,31069,153,,53,869,1075,66.60465116
2016,31071,121,,38,821,980,71.42857143
2016,31073,166,,50,794,1010,62.17821782
2016,31075,20,,18,367,405,85.67901235
2016,31077,210,,53,912,1175,59.74468085
2016,31079,6282,,1370,14408,22060,36.83590209
2016,31081,878,,343,3783,5004,58.05355715
2016,31083,254,,82,1496,1832,67.79475983
2016,31085,30,,12,472,514,85.9922179
2016,31087,161,,75,1232,1468,72.95640327
2016,31089,531,,233,4354,5118,74.69714732
2016,31091,40,,22,355,417,75.53956835
2016,31093,544,,166,2284,2994,58.11623246
2016,31095,837,,258,2399,3494,44.70520893
2016,31097,563,,171,1355,2089,37.91287697
2016,31099,550,,215,2531,3296,60.10315534
2016,31101,571,,228,3235,4034,66.03867129
2016,31103,40,,19,460,519,80.92485549
2016,31105,230,,117,1330,1677,65.59332141
2016,31107,720,,207,3188,4115,59.97569866
2016,31109,61898,,12737,61588,136223,0.227568032
2016,31111,2913,,1054,12164,16131,57.3492034
2016,31113,32,,21,400,453,81.23620309
2016,31115,48,,14,323,385,71.42857143
2016,31117,14,,16,257,287,84.66898955
2016,31119,2711,,1004,10628,14343,55.19765739
2016,31121,602,,260,2926,3788,61.35163675
2016,31123,284,,123,1802,2209,68.71887732
2016,31125,281,,79,1261,1621,60.45650833
2016,31127,785,,260,2116,3161,42.10692819
2016,31129,353,,126,1726,2205,62.2675737
2016,31131,2025,,572,4860,7457,38.01796969
2016,31133,279,,74,974,1327,52.37377543
2016,31135,161,,77,1217,1455,72.57731959
2016,31137,572,,274,3849,4695,69.79765708
2016,31139,382,,196,3052,3630,73.55371901
2016,31141,2646,,822,10965,14433,57.63874454
2016,31143,413,,141,2028,2582,62.54841208
2016,31145,645,,267,4258,5170,69.88394584
2016,31147,818,,218,2769,3805,51.27463863
2016,31149,70,,41,687,798,77.31829574
2016,31151,1733,,399,3004,5136,24.74688474
2016,31153,28033,,7404,45143,80580,21.23355671
2016,31155,2523,,782,7555,10860,46.33517495
2016,31157,3207,,1034,10076,14317,47.97792834
2016,31159,1875,,593,5454,7922,45.17798536
2016,31161,287,,110,2211,2608,73.77300613
2016,31163,340,,83,1150,1573,51.49396058
2016,31165,81,,39,616,736,72.69021739
2016,31167,417,,197,2187,2801,63.19171724
2016,31169,499,,140,2051,2690,57.69516729
2016,31171,30,,19,344,393,79.89821883
2016,31173,919,,126,1043,2088,5.938697318
2016,31175,339,,86,1780,2205,65.35147392
2016,31177,2623,,785,7424,10832,44.32237814
2016,31179,835,,248,2693,3776,49.20550847
2016,31181,306,,72,1330,1708,59.95316159
2016,31183,62,,26,377,465,67.74193548
2016,31185,1186,,495,4700,6381,55.06973829
2016,32001,2210,,898,7830,10938,51.38050832
2016,32003,402227,,44872,320057,767156,10.71098968
2016,32005,8454,,2016,17415,27885,32.13555675
2016,32007,3401,,1607,13551,18559,54.69044668
2016,32009,65,,29,329,423,62.41134752
2016,32011,74,,57,723,854,75.99531616
2016,32013,1386,,526,4521,6433,48.73309498
2016,32015,403,,182,1828,2413,59.05511811
2016,32017,285,,176,1671,2132,65.00938086
2016,32019,6146,,1611,16005,23762,41.49061527
2016,32021,637,,181,1179,1997,27.14071107
2016,32023,5094,,1177,13324,19595,42.00051033
2016,32027,430,,149,1403,1982,49.09182644
2016,32029,752,,190,1616,2558,33.7763878
2016,32031,97379,,17772,94758,209909,1.248636314
2016,32033,707,,343,2723,3773,53.432282
2016,32510,9610,,2281,13125,25016,14.05100736
2016,33001,13517,,2213,19315,35045,16.54444286
2016,33003,12987,,1994,14635,29616,5.564559697
2016,33005,22064,,2955,16876,41895,12.3833393
2016,33007,6563,,1112,7952,15627,8.888462277
2016,33009,28510,,3671,19010,51191,18.55794964
2016,33011,99589,,14555,100013,214157,0.19798559
2016,33013,40198,,5776,37674,83648,3.017406274
2016,33015,79994,,10993,90447,181434,5.761323677
2016,33017,34894,,5034,29072,69000,8.437681159
2016,33019,10210,,1677,10796,22683,2.583432527
2016,34001,60924,,3677,52690,117291,7.020146473
2016,34003,231211,,12556,175529,419296,13.27987865
2016,34005,121725,,7946,89272,218943,14.82257939
2016,34007,146717,,7244,72631,226592,32.69577037
2016,34009,18750,,1526,28446,48722,19.90066089
2016,34011,27771,,1780,24453,54004,6.143989334
2016,34013,240837,,6921,63176,310934,57.13784919
2016,34015,66870,,5128,67544,139542,0.4830087
2016,34017,163917,,6415,49043,219375,52.36421652
2016,34019,28898,,3226,38712,70836,13.85453724
2016,34021,104775,,5561,46193,156529,37.42565275
2016,34023,193044,,10105,122953,326102,21.49358176
2016,34025,137181,,10473,166723,314377,9.396997872
2016,34027,115249,,9096,126071,250416,4.321608843
2016,34029,87150,,8133,179079,274362,33.50646227
2016,34031,116759,,5141,72902,194802,22.51362922
2016,34033,11904,,1209,16381,29494,15.17935851
2016,34035,85689,,5898,65505,157092,12.84852189
2016,34037,24212,,3256,46658,74126,30.28087311
2016,34039,147414,,6447,68114,221975,35.72474378
2016,34041,17281,,2097,29858,49236,25.54431717
2016,35001,143417,,36547,94698,274662,17.73780137
2016,35003,427,,158,1464,2049,50.61005368
2016,35005,5534,,1865,12872,20271,36.19949682
2016,35006,3741,,1127,3195,8063,6.771673075
2016,35007,2129,,618,2585,5332,8.552138035
2016,35009,3121,,1214,9035,13370,44.23335826
2016,35011,193,,97,620,910,46.92307692
2016,35013,37947,,7327,25374,70648,17.79668214
2016,35015,5033,,1487,13147,19667,41.25692785
2016,35017,6276,,1247,5288,12811,7.712122395
2016,35019,970,,262,595,1827,20.52545156
2016,35021,156,,60,311,527,29.41176471
2016,35023,784,,178,910,1872,6.730769231
2016,35025,3930,,1287,12495,17712,48.35704607
2016,35027,2331,,675,5896,8902,40.04718041
2016,35028,5562,,1964,3359,10885,20.23886082
2016,35029,3195,,622,3478,7295,3.879369431
2016,35031,13576,,3023,5104,21703,39.03607796
2016,35033,1536,,240,665,2441,35.6820975
2016,35035,6124,,2049,11887,20060,28.72881356
2016,35037,1017,,343,2212,3572,33.45464726
2016,35039,9592,,1687,3599,14878,40.28095174
2016,35041,1454,,612,3884,5950,40.84033613
2016,35043,27707,,8078,25905,61690,2.921056897
2016,35045,12865,,5299,27946,46110,32.70657124
2016,35047,7285,,1153,2313,10751,46.24686076
2016,35049,50793,,6309,14332,71434,51.04152084
2016,35051,1612,,559,3010,5181,26.98320787
2016,35053,3313,,939,2616,6868,10.14851485
2016,35055,10668,,1865,2727,15260,52.03800786
2016,35057,1785,,825,3714,6324,30.5028463
2016,35059,320,,166,1216,1702,52.6439483
2016,35061,10841,,3536,13215,27592,8.603943172
2016,36000,97735,,6212,24654,128601,56.82770741
2016,36001,83077,,8943,47810,139830,25.2213402
2016,36003,4882,,1285,12525,18692,40.88915044
2016,36005,353646,,8079,37797,399522,79.05672278
2016,36007,39212,,5917,40943,86072,2.01110698
2016,36009,9497,,1972,19692,31161,32.71717852
2016,36011,13522,,2266,17384,33172,11.64234897
2016,36013,19091,,3549,31594,54234,23.05380389
2016,36015,13757,,2265,20097,36119,17.5530884
2016,36017,6775,,1464,11921,20160,25.52579365
2016,36019,15059,,2597,14449,32105,1.900015574
2016,36021,15284,,1862,13756,30902,4.944663776
2016,36023,8771,,1573,9900,20244,5.576961075
2016,36025,6627,,1223,11942,19792,26.85428456
2016,36027,62261,,6876,61797,130934,0.354377014
2016,36029,215456,,19866,188303,423625,6.409678371
2016,36031,7762,,1498,7958,17218,1.138343594
2016,36033,7297,,1434,8221,16952,5.450684285
2016,36035,6496,,1256,13462,21214,32.83680588
2016,36037,7650,,1867,16915,26432,35.05220944
2016,36039,7405,,1572,13073,22050,25.70521542
2016,36041,949,,212,2064,3225,34.57364341
2016,36043,8083,,1473,16699,26255,32.81660636
2016,36045,13809,,2664,21763,38236,20.80238519
2016,36047,640553,,24008,141044,805605,62.00420802
2016,36049,3146,,779,7400,11325,37.56291391
2016,36051,10697,,2044,17290,30031,21.95398089
2016,36053,11667,,2461,15936,30064,14.19970729
2016,36055,188592,,22616,136582,347790,14.95442652
2016,36057,6595,,1158,11301,19054,24.69822609
2016,36059,326088,,22566,288313,636967,5.930448516
2016,36061,579013,,24997,64929,668939,76.85065454
2016,36063,35559,,4882,51961,92402,17.75069804
2016,36065,33743,,5829,51437,91009,19.44203321
2016,36067,112337,,12454,83649,208440,13.76319325
2016,36069,22233,,3996,26029,52258,7.263959585
2016,36071,68278,,7098,76645,152021,5.503844864
2016,36073,4470,,974,10936,16380,39.47496947
2016,36075,17095,,3397,27688,48180,21.98630137
2016,36077,10451,,1909,13308,25668,11.13059062
2016,36079,19366,,2173,27024,48563,15.76920701
2016,36081,517220,,19832,149341,686393,53.59597199
2016,36083,32717,,5119,33726,71562,1.409966183
2016,36085,74143,,5380,101437,180960,15.08289125
2016,36087,69342,,4834,60911,135087,6.241163102
2016,36089,16488,,2728,19942,39158,8.820675213
2016,36091,50913,,8606,54575,114094,3.209634161
2016,36093,33747,,4580,28953,67280,7.125445898
2016,36095,4240,,979,8831,14050,32.67615658
2016,36097,3091,,631,5050,8772,22.33242134
2016,36099,5697,,1047,7236,13980,11.00858369
2016,36101,12526,,2645,26831,42002,34.057902
2016,36103,303951,,26733,350570,681254,6.843115784
2016,36105,12568,,1456,15931,29955,11.22684026
2016,36107,7526,,1513,13260,22299,25.71415759
2016,36109,28890,,3417,10371,42678,43.39238015
2016,36111,42101,,5248,34006,81355,9.95021818
2016,36113,13091,,2566,15751,31408,8.469179827
2016,36115,9098,,1820,13610,24528,18.39530333
2016,36117,13473,,2834,23380,39687,24.96283418
2016,36119,272926,,16491,131238,420655,33.68270911
2016,36121,3904,,952,12442,17298,49.35830732
2016,36123,3659,,747,5660,10066,19.87879992
2016,37001,29833,,2509,38815,71157,12.62279185
2016,37003,3767,,611,13893,18271,55.42115921
2016,37005,1306,,195,3814,5315,47.18720602
2016,37007,5859,,180,4506,10545,12.83072546
2016,37009,3500,,512,9412,13424,44.04052443
2016,37011,1689,,262,6298,8249,55.8734392
2016,37013,8764,,631,14543,23938,24.14153229
2016,37015,5778,,113,3456,9347,24.84219536
2016,37017,7058,,289,8550,15897,9.385418632
2016,37019,23282,,2349,42720,68351,28.43850127
2016,37021,75452,,7779,55716,138947,14.20397706
2016,37023,11251,,1431,26238,38920,38.50719424
2016,37025,35521,,3949,53819,93289,19.6143168
2016,37027,8425,,1274,26621,36320,50.09911894
2016,37029,1274,,186,3546,5006,45.38553736
2016,37031,9939,,1273,26569,37781,44.01683386
2016,37033,4792,,252,6026,11070,11.14724481
2016,37035,21216,,2811,48324,72351,37.46734668
2016,37037,21065,,1679,17105,39849,9.937514116
2016,37039,2860,,477,10844,14181,56.30068401
2016,37041,2992,,222,4014,7228,14.13945766
2016,37043,1367,,206,4437,6010,51.08153078
2016,37045,14964,,1230,28479,44673,30.25317306
2016,37047,9063,,397,14272,23732,21.94926681
2016,37049,17630,,1640,27731,47001,21.49103211
2016,37051,71605,,4636,51265,127506,15.95219049
2016,37053,2913,,593,9163,12669,49.3330176
2016,37055,7222,,927,11460,19609,21.61252486
2016,37057,18109,,2430,54317,74856,48.37020413
2016,37059,5270,,884,15602,21756,47.49034749
2016,37061,8283,,356,12217,20856,18.86267741
2016,37063,121250,,6534,28350,156134,59.50017293
2016,37065,16224,,401,8261,24886,31.99791047
2016,37067,94464,,7873,75975,178312,10.36890394
2016,37069,12874,,1126,16368,30368,11.50553214
2016,37071,31177,,3456,61798,96431,31.75431137
2016,37073,2385,,133,2874,5392,9.068991098
2016,37075,768,,117,3283,4168,60.34069098
2016,37077,12909,,853,13591,27353,2.493327971
2016,37079,3605,,116,4374,8095,9.499691167
2016,37081,149248,,10095,98062,257405,19.88539461
2016,37083,15748,,388,9031,25167,26.68971272
2016,37085,16737,,1714,27614,46065,23.61228699
2016,37087,10473,,1325,18929,30727,27.51977089
2016,37089,19827,,2540,35809,58176,27.47180968
2016,37091,6910,,177,3099,10186,37.41409778
2016,37093,9726,,744,7760,18230,10.78442128
2016,37095,965,,51,1288,2304,14.01909722
2016,37097,24734,,3079,54754,82567,36.3583514
2016,37099,7713,,1130,9870,18713,11.52674611
2016,37101,28362,,3175,54372,85909,30.27622251
2016,37103,2065,,96,2974,5135,17.70204479
2016,37105,10469,,903,13712,25084,12.92856004
2016,37107,12634,,560,13613,26807,3.652031186
2016,37109,9897,,1320,28806,40023,47.24533393
2016,37111,4667,,640,14568,19875,49.8163522
2016,37113,4876,,731,12127,17734,40.88756062
2016,37115,3926,,560,6783,11269,25.3527376
2016,37117,5846,,221,5897,11964,0.426278837
2016,37119,294562,,22777,155518,472857,29.40508441
2016,37121,1596,,218,6282,8096,57.88043478
2016,37123,4150,,260,7130,11540,25.82322357
2016,37125,16329,,1873,30490,48692,29.08280621
2016,37127,23235,,1111,23319,47665,0.176229938
2016,37129,50979,,5582,55344,111905,3.900629999
2016,37131,6144,,122,3582,9848,26.01543461
2016,37133,17514,,2499,37122,57135,34.31871882
2016,37135,59923,,3860,18557,82340,50.23803741
2016,37137,2448,,164,4258,6870,26.34643377
2016,37139,8615,,596,8180,17391,2.501293773
2016,37141,9354,,892,17639,27885,29.71131433
2016,37143,2319,,212,4177,6708,27.69827072
2016,37145,7833,,597,11185,19615,17.08896253
2016,37147,41824,,3012,35691,80527,7.616079079
2016,37149,3735,,431,6768,10934,27.73916225
2016,37151,13194,,1951,49430,64575,56.11459543
2016,37153,8501,,444,10383,19328,9.737168874
2016,37155,19016,,1080,20762,40858,4.273336923
2016,37157,14228,,1220,26830,42278,29.80746488
2016,37159,19400,,2159,42810,64369,36.36843822
2016,37161,7512,,924,21871,30307,47.37849342
2016,37163,10547,,543,14838,25928,16.54967603
2016,37165,7319,,353,6256,13928,7.632107984
2016,37167,7094,,859,21964,29917,49.70418157
2016,37169,4665,,769,17116,22550,55.21507761
2016,37171,7488,,1037,23671,32196,50.26400795
2016,37173,2196,,363,3565,6124,22.35467015
2016,37175,6558,,791,10520,17869,22.17247747
2016,37177,720,,44,975,1739,14.66359977
2016,37179,34337,,4666,66707,105710,30.62151168
2016,37181,12229,,416,7332,19977,24.51319017
2016,37183,302736,,28806,196082,527624,20.21401604
2016,37185,6413,,215,3214,9842,32.50355619
2016,37187,3510,,91,2564,6165,15.34468775
2016,37189,14138,,2150,13697,29985,1.470735368
2016,37191,21770,,1379,27540,50689,11.38314033
2016,37193,6638,,906,23752,31296,54.6843047
2016,37195,19663,,941,17531,38135,5.590664744
2016,37197,3160,,584,13880,17624,60.82614616
2016,37199,3196,,379,6385,9960,32.01807229
2016,38001,216,,93,909,1218,56.89655172
2016,38003,1597,,587,3160,5344,29.24775449
2016,38005,842,,240,929,2011,4.326205868
2016,38007,59,,51,495,605,72.0661157
2016,38009,736,,264,2494,3494,50.31482541
2016,38011,227,,114,1446,1787,68.21488528
2016,38013,119,,38,895,1052,73.76425856
2016,38015,10881,,4566,32532,47979,45.12599262
2016,38017,31361,,9644,39816,80821,10.46138999
2016,38019,476,,173,1357,2006,43.91824526
2016,38021,554,,186,1667,2407,46.24013295
2016,38023,245,,107,867,1219,51.02543068
2016,38025,358,,114,1771,2243,62.99598752
2016,38027,355,,85,791,1231,35.41835906
2016,38029,215,,89,1677,1981,73.80111055
2016,38031,347,,131,1241,1719,52.0069808
2016,38033,99,,62,796,957,72.83176594
2016,38035,10851,,3174,16340,30365,18.07673308
2016,38037,185,,88,1108,1381,66.83562636
2016,38039,298,,120,847,1265,43.39920949
2016,38041,168,,78,1050,1296,68.05555556
2016,38043,179,,86,1111,1376,67.73255814
2016,38045,502,,168,1481,2151,45.51371455
2016,38047,114,,65,888,1067,72.5398313
2016,38049,490,,280,2050,2820,55.31914894
2016,38051,235,,111,1100,1446,59.82019364
2016,38053,698,,304,3670,4672,63.6130137
2016,38055,1081,,374,3860,5315,52.28598307
2016,38057,621,,302,3759,4682,67.0226399
2016,38059,3080,,1416,11336,15832,52.14754927
2016,38061,1220,,304,2582,4106,33.17096931
2016,38063,536,,156,1025,1717,28.47990681
2016,38065,119,,68,830,1017,69.91150442
2016,38067,681,,264,2208,3153,48.4300666
2016,38069,431,,203,1437,2071,48.57556736
2016,38071,1505,,583,3217,5305,32.27144204
2016,38073,838,,311,1210,2359,15.76939381
2016,38075,201,,99,993,1293,61.25290023
2016,38077,2064,,761,4767,7592,35.6032666
2016,38079,2099,,439,1217,3755,23.48868176
2016,38081,694,,215,1088,1997,19.72959439
2016,38083,95,,42,650,787,70.52096569
2016,38085,758,,214,260,1232,40.42207792
2016,38087,43,,25,362,430,74.18604651
2016,38089,1753,,814,9755,12322,64.94075637
2016,38091,361,,100,538,999,17.71771772
2016,38093,2498,,939,6718,10155,41.5558838
2016,38095,305,,119,733,1157,36.99222126
2016,38097,1241,,427,2265,3933,26.03610475
2016,38099,1167,,474,2995,4636,39.43054357
2016,38101,5806,,2970,18636,27412,46.80431928
2016,38103,419,,168,1796,2383,57.7843055
2016,38105,1735,,1003,10069,12807,65.07378777
2016,39001,2326,,374,8659,11359,55.75314728
2016,39003,13294,,2113,30487,45894,37.46241339
2016,39005,5740,,1357,17493,24590,47.79585197
2016,39007,15577,,1972,23318,40867,18.94193359
2016,39009,16370,,1719,11354,29443,17.03630744
2016,39011,3980,,989,18658,23627,62.12384137
2016,39013,8785,,1229,21108,31122,39.59578433
2016,39015,4353,,681,14573,19607,52.12424134
2016,39017,58642,,8221,106976,173839,27.80388751
2016,39019,3154,,666,9254,13074,46.65748814
2016,39021,4594,,879,12631,18104,44.3935042
2016,39023,23328,,2896,35205,61429,19.33451627
2016,39025,26715,,4888,67518,99121,41.16483893
2016,39027,4066,,771,13838,18675,52.32663989
2016,39029,12432,,2093,31676,46201,41.65277808
2016,39031,4013,,754,10785,15552,43.54423868
2016,39033,4625,,1001,13611,19237,46.71206529
2016,39035,398271,,21340,184211,603822,35.45084479
2016,39037,4470,,1002,20012,25484,60.98728614
2016,39039,5368,,1136,11688,18192,34.74054529
2016,39041,40872,,5420,57568,103860,16.07548623
2016,39043,16057,,1873,19648,37578,9.556123264
2016,39045,24881,,3718,44314,72913,26.65231166
2016,39047,2739,,428,7995,11162,47.08833542
2016,39049,351198,,30611,199331,581140,26.13260144
2016,39051,6069,,1447,13709,21225,35.99528857
2016,39053,2628,,481,9822,12931,55.63374836
2016,39055,17569,,2145,30227,49941,25.34590817
2016,39057,28943,,4375,48540,81858,23.94023797
2016,39059,4359,,753,11445,16557,42.79760826
2016,39061,215719,,19725,173665,409109,10.27941209
2016,39063,9609,,2231,24183,36023,40.4574855
2016,39065,2920,,657,8717,12294,47.1530828
2016,39067,1688,,293,5098,7079,48.17064557
2016,39069,3756,,875,9301,13932,39.80045937
2016,39071,3773,,708,14020,18501,55.38619534
2016,39073,3775,,566,8497,12838,36.78143013
2016,39075,1788,,546,8720,11054,62.7103311
2016,39077,7192,,1416,16226,24834,36.37754691
2016,39079,3226,,518,9949,13693,49.09807931
2016,39081,9675,,1409,21117,32201,35.53305798
2016,39083,8171,,1385,19131,28687,38.20545892
2016,39085,46397,,5594,64255,116246,15.36224902
2016,39087,6974,,944,18689,26607,44.0297666
2016,39089,27376,,4144,51241,82761,28.83604596
2016,39091,4647,,967,15957,21571,52.43150526
2016,39093,66949,,6795,66818,140562,0.093197308
2016,39095,110833,,11025,75698,197556,17.78483063
2016,39097,4779,,880,11631,17290,39.62984384
2016,39099,57381,,4075,53616,115072,3.271864572
2016,39101,7928,,1433,16961,26322,34.31730112
2016,39103,32182,,4381,54810,91373,24.76442713
2016,39105,2260,,416,7309,9985,50.56584877
2016,39107,3384,,836,17506,21726,65.00046028
2016,39109,13120,,2535,37079,52734,45.43368605
2016,39111,1662,,265,4868,6795,47.18175129
2016,39113,122016,,12376,123909,258301,0.73286592
2016,39115,1736,,276,4431,6443,41.82834084
2016,39117,3761,,839,11948,16548,49.47425671
2016,39119,11123,,1812,24056,36991,34.96255846
2016,39121,1221,,243,4549,6013,55.34674871
2016,39123,8285,,1280,12653,22218,19.65973535
2016,39125,2093,,454,6500,9047,48.71228031
2016,39127,4138,,629,10228,14995,40.61353785
2016,39129,6529,,1140,17076,24745,42.62275207
2016,39131,3539,,438,7902,11879,36.72868087
2016,39133,32397,,3771,39971,76139,9.947595844
2016,39135,4325,,794,15446,20565,54.07731583
2016,39137,2922,,884,14961,18767,64.14983748
2016,39139,16085,,2539,36590,55214,37.13732024
2016,39141,10356,,1372,18652,30380,27.3074391
2016,39143,9929,,1799,16316,28044,22.77492512
2016,39145,9132,,1102,20550,30784,37.09069647
2016,39147,7404,,1758,14825,23987,30.9375912
2016,39149,4243,,907,18590,23740,60.43386689
2016,39151,68146,,8705,98388,175239,17.25757394
2016,39153,134256,,11697,112026,257979,8.616980452
2016,39155,43014,,3991,49024,96029,6.25852607
2016,39157,12188,,2183,26918,41289,35.67536148
2016,39159,7718,,1615,18096,27429,37.83586715
2016,39161,2697,,604,10469,13770,56.44153958
2016,39163,1351,,268,3883,5502,46.01962923
2016,39165,33730,,5894,77643,117267,37.44702261
2016,39167,8026,,1300,20514,29840,41.84986595
2016,39169,15031,,2552,32270,49853,34.57966421
2016,39171,4358,,1011,11939,17308,43.80055466
2016,39173,27318,,4525,32498,64341,8.050854043
2016,39175,2515,,609,7468,10592,46.76170695
2016,40001,1382,,344,4787,6513,52.28005527
2016,40003,216,,109,1933,2258,76.04074402
2016,40005,795,,139,4084,5018,65.54404145
2016,40007,176,,74,1993,2243,81.00757914
2016,40009,960,,284,6308,7552,70.81567797
2016,40011,711,,198,2884,3793,57.28974427
2016,40013,2804,,536,10478,13818,55.53625706
2016,40015,2420,,446,6482,9348,43.45314506
2016,40017,11674,,3618,39986,55278,51.21748254
2016,40019,4002,,780,13752,18534,52.60602137
2016,40021,5456,,1040,9994,16490,27.51970891
2016,40023,1067,,153,4206,5426,57.85108736
2016,40025,71,,45,963,1079,82.66913809
2016,40027,38829,,8083,62538,109450,21.66194609
2016,40029,411,,90,1898,2399,61.98416007
2016,40031,11463,,1918,19183,32564,23.70716128
2016,40033,424,,124,2054,2602,62.64411991
2016,40035,1252,,250,4283,5785,52.39412273
2016,40037,5841,,1414,21575,28830,54.57509539
2016,40039,2104,,611,7826,10541,54.28327483
2016,40041,3311,,579,11826,15716,54.18045304
2016,40043,222,,61,1965,2248,77.53558719
2016,40045,155,,61,1611,1827,79.69348659
2016,40047,4397,,1304,16009,21710,53.48687241
2016,40049,1855,,438,8253,10546,60.66755168
2016,40051,3882,,1088,17316,22286,60.27999641
2016,40053,288,,86,1827,2201,69.92276238
2016,40055,323,,91,1482,1896,61.12869198
2016,40057,225,,37,715,977,50.15353122
2016,40059,134,,47,1318,1499,78.98599066
2016,40061,882,,155,3701,4738,59.49767835
2016,40063,961,,177,3388,4526,53.62350862
2016,40065,1473,,364,5969,7806,57.59672047
2016,40067,365,,75,1910,2350,65.74468085
2016,40069,786,,139,3093,4018,57.41662519
2016,40071,3738,,893,12172,16803,50.19341784
2016,40073,786,,189,5156,6131,71.27711629
2016,40075,767,,130,2596,3493,52.36186659
2016,40077,797,,159,3100,4056,56.7800789
2016,40079,3250,,609,13362,17221,58.71900586
2016,40081,2430,,741,10854,14025,60.06417112
2016,40083,4248,,1098,13633,18979,49.44939143
2016,40085,735,,132,2922,3789,57.71971496
2016,40087,2894,,795,13169,16858,60.95029066
2016,40089,1802,,268,8656,10726,63.90080179
2016,40091,2123,,335,5505,7963,42.47143037
2016,40093,310,,149,2948,3407,77.42882301
2016,40095,1096,,190,4206,5492,56.62782229
2016,40097,3423,,739,11555,15717,51.74015397
2016,40099,1087,,266,4175,5528,55.86107091
2016,40101,7977,,1196,15043,24216,29.17905517
2016,40103,901,,262,3715,4878,57.68757688
2016,40105,742,,174,3321,4237,60.86853906
2016,40107,943,,200,2800,3943,47.09611971
2016,40109,112813,,19560,141569,273942,10.49711253
2016,40111,4385,,620,8944,13949,32.68334648
2016,40113,5597,,792,12577,18966,36.80269957
2016,40115,2584,,475,7631,10690,47.21234799
2016,40117,1344,,291,4729,6364,53.18981772
2016,40119,8788,,2321,16651,27760,28.32492795
2016,40121,3711,,807,12753,17271,52.35365642
2016,40123,3637,,763,10431,14831,45.80945317
2016,40125,6015,,1589,17848,25452,46.49143486
2016,40127,748,,154,3581,4483,63.19428954
2016,40129,151,,61,1547,1759,79.36327459
2016,40131,7902,,2047,30913,40862,56.31393471
2016,40133,2071,,353,5613,8037,44.07117083
2016,40135,3061,,488,10888,14437,54.21486458
2016,40137,3086,,636,14182,17904,61.97497766
2016,40139,858,,301,4621,5780,65.10380623
2016,40141,657,,105,1944,2706,47.56097561
2016,40143,87847,,14949,144258,247054,22.83346961
2016,40145,6723,,1572,23005,31300,52.01916933
2016,40147,5048,,1351,15825,22224,48.49262059
2016,40149,588,,189,3854,4631,70.52472468
2016,40151,522,,199,2947,3668,66.11232279
2016,40153,873,,375,6347,7595,72.07373272
2016,41001,1797,,764,6218,8779,50.3588108
2016,41003,29193,,6115,13445,48753,32.30160195
2016,41005,102095,,23552,88392,214039,6.402104289
2016,41007,9252,,2274,8138,19664,5.665174939
2016,41009,10167,,3234,13217,26618,11.4584116
2016,41011,10448,,3000,17865,31313,23.68664772
2016,41013,2637,,1024,8511,12172,48.25829773
2016,41015,4300,,1099,7212,12611,23.09095234
2016,41017,42444,,10421,45692,98557,3.295554857
2016,41019,14096,,4843,34582,53521,38.27656434
